merchant_id,merchant_name,category
1895,Elite Hub,Fuel
1896,Elite Cafe,Fuel
1897,Urban Cafe,Fashion
1898,Urban Cafe,Entertainment
1899,Metro Cafe,Healthcare
1900,Prime Mart,Healthcare
1901,Prime Store,Dining
1902,Prime Store,Electronics
1903,Elite Fuel,Entertainment
1904,Prime Fuel,Fuel
1905,Elite Fuel,Grocery
1906,Prime Store,Utilities
1907,Metro Store,Fashion
1908,Elite Cafe,Fashion
1909,Prime Store,Healthcare
1910,Urban Fuel,Fuel
1911,Elite Mart,Travel
1912,Elite Cafe,Grocery
1913,Prime Hub,E-commerce
1914,Metro Mart,Utilities
1915,Prime Hub,E-commerce
1916,Prime Fuel,Entertainment
1917,Metro Hub,Entertainment
1918,Metro Store,Travel
1919,Elite Store,Utilities
1920,Quick Mart,Dining
1921,Elite Hub,Grocery
1922,Prime Hub,E-commerce
1923,Metro Mart,Dining
1924,Elite Fuel,E-commerce
1925,Urban Mart,Travel
1926,Elite Store,Electronics
1927,Elite Hub,Entertainment
1928,Elite Cafe,Fashion
1929,Urban Store,Healthcare
1930,Elite Fuel,Travel
1931,Elite Hub,Fashion
1932,Prime Hub,Electronics
1933,Prime Fuel,Electronics
1934,Metro Fuel,Electronics
1935,Metro Hub,Entertainment
1936,Metro Store,Healthcare
1937,Quick Hub,Utilities
1938,Quick Hub,E-commerce
1939,Prime Store,Travel
1940,Prime Fuel,Healthcare
1941,Urban Cafe,Electronics
1942,Elite Store,Electronics
1943,Elite Fuel,Electronics
1944,Quick Fuel,E-commerce
1945,Quick Hub,Healthcare
1946,Quick Mart,E-commerce
1947,Quick Store,E-commerce
1948,Quick Hub,Travel
1949,Metro Store,Grocery
1950,Elite Cafe,Entertainment
1951,Quick Fuel,Dining
1952,Metro Hub,Dining
1953,Elite Hub,Grocery
1954,Prime Hub,Electronics
1955,Metro Hub,Fashion
1956,Prime Hub,Fuel
1957,Elite Mart,Electronics
1958,Metro Hub,Travel
1959,Quick Fuel,Dining
1960,Metro Fuel,Healthcare
1961,Prime Fuel,Healthcare
1962,Prime Store,Fashion
1963,Elite Hub,Healthcare
1964,Urban Fuel,E-commerce
1965,Quick Store,Entertainment
1966,Prime Store,Healthcare
1967,Metro Store,Dining
1968,Urban Store,Entertainment
1969,Quick Hub,Fashion
1970,Metro Cafe,Healthcare
1971,Metro Mart,Grocery
1972,Prime Cafe,Utilities
1973,Elite Mart,Healthcare
1974,Elite Store,Dining
1975,Elite Hub,Fuel
1976,Prime Store,Fashion
1977,Quick Mart,Grocery
1978,Urban Mart,Entertainment
1979,Prime Store,Grocery
1980,Metro Mart,Healthcare
1981,Elite Mart,Electronics
1982,Metro Hub,Fashion
1983,Elite Store,Electronics
1984,Metro Hub,E-commerce
1985,Urban Mart,Fashion
1986,Quick Hub,Utilities
1987,Metro Store,Grocery
1988,Elite Mart,Fashion
1989,Quick Store,Grocery
1990,Metro Hub,Travel
1991,Elite Store,E-commerce
1992,Metro Hub,Healthcare
1993,Quick Cafe,Dining
1994,Quick Hub,Fuel
1995,Metro Mart,Utilities
1996,Elite Mart,Travel
1997,Quick Fuel,Entertainment
1998,Quick Mart,E-commerce
1999,Metro Hub,Utilities
2000,Elite Store,Utilities
2001,Quick Fuel,Fashion
2002,Metro Fuel,Grocery
2003,Prime Hub,Healthcare
2004,Urban Cafe,E-commerce
2005,Elite Store,Dining
2006,Elite Fuel,Fuel
2007,Metro Cafe,Utilities
2008,Prime Mart,Utilities
2009,Urban Store,Electronics
2010,Quick Mart,Travel
2011,Quick Hub,Grocery
2012,Urban Fuel,Travel
2013,Quick Cafe,Utilities
2014,Prime Fuel,Fashion
2015,Urban Hub,Fuel
2016,Elite Fuel,Electronics
2017,Prime Hub,Entertainment
2018,Urban Hub,Grocery
2019,Prime Store,Fuel
2020,Elite Store,Utilities
2021,Urban Cafe,Travel
2022,Quick Store,Travel
2023,Quick Cafe,Electronics
2024,Elite Fuel,Electronics
2025,Prime Store,Healthcare
2026,Elite Mart,Grocery
2027,Prime Cafe,Fashion
2028,Elite Fuel,Travel
2029,Quick Hub,Fashion
2030,Metro Hub,Grocery
2031,Prime Hub,Entertainment
2032,Elite Store,Electronics
2033,Urban Store,Grocery
2034,Urban Fuel,Dining
2035,Elite Mart,Electronics
2036,Elite Mart,E-commerce
2037,Prime Store,Fashion
2038,Quick Mart,Entertainment
2039,Urban Store,E-commerce
2040,Metro Hub,Grocery
2041,Urban Cafe,Travel
2042,Quick Mart,Fuel
2043,Elite Cafe,Fashion
2044,Prime Store,Fashion
2045,Quick Fuel,Entertainment
2046,Prime Hub,Entertainment
2047,Quick Store,Fuel
2048,Prime Mart,Utilities
2049,Urban Store,Travel
2050,Metro Fuel,Entertainment
2051,Urban Fuel,E-commerce
2052,Prime Hub,Fashion
2053,Urban Store,Electronics
2054,Elite Fuel,Travel
2055,Quick Fuel,Grocery
2056,Quick Cafe,Fashion
2057,Quick Hub,Utilities
2058,Elite Store,E-commerce
2059,Elite Cafe,Grocery
2060,Prime Mart,Electronics
2061,Quick Cafe,E-commerce
2062,Urban Hub,Travel
2063,Prime Mart,Dining
2064,Urban Mart,Fashion
2065,Urban Store,Electronics
2066,Urban Mart,Dining
2067,Urban Fuel,Fashion
2068,Elite Hub,E-commerce
2069,Metro Hub,Fuel
2070,Metro Store,Travel
2071,Elite Hub,E-commerce
2072,Urban Mart,Fuel
2073,Elite Store,Travel
2074,Quick Fuel,Travel
2075,Elite Store,Electronics
2076,Urban Cafe,Grocery
2077,Prime Mart,Grocery
2078,Elite Fuel,Entertainment
2079,Urban Store,Electronics
2080,Elite Store,Grocery
2081,Prime Fuel,Travel
2082,Elite Mart,Utilities
2083,Urban Fuel,Electronics
2084,Prime Hub,Healthcare
2085,Elite Store,Healthcare
2086,Metro Fuel,Electronics
2087,Urban Store,Fuel
2088,Elite Fuel,Utilities
2089,Elite Hub,Healthcare
2090,Metro Hub,Entertainment
2091,Elite Hub,E-commerce
2092,Urban Cafe,Healthcare
2093,Metro Store,Fashion
2094,Urban Mart,Entertainment
2095,Prime Cafe,Utilities
2096,Elite Cafe,Utilities
2097,Elite Fuel,Dining
2098,Urban Store,Travel
2099,Metro Hub,Healthcare
2100,Urban Fuel,Grocery
2101,Prime Store,Fashion
2102,Elite Hub,Dining
2103,Elite Fuel,Entertainment
2104,Metro Fuel,Fashion
2105,Elite Store,Dining
2106,Quick Store,Healthcare
2107,Prime Cafe,Fashion
2108,Prime Fuel,E-commerce
2109,Urban Store,Fashion
2110,Metro Mart,Travel
2111,Urban Hub,Healthcare
2112,Elite Cafe,Dining
2113,Quick Cafe,Entertainment
2114,Metro Fuel,E-commerce
2115,Quick Store,Travel
2116,Prime Fuel,Dining
2117,Urban Store,Entertainment
2118,Quick Store,Utilities
2119,Prime Hub,Electronics
2120,Elite Store,Fashion
2121,Prime Cafe,Fuel
2122,Quick Fuel,Fashion
2123,Urban Hub,Fuel
2124,Quick Hub,Fashion
2125,Quick Cafe,Entertainment
2126,Prime Cafe,Fashion
2127,Urban Hub,Entertainment
2128,Elite Fuel,Fuel
2129,Quick Fuel,Electronics
2130,Urban Fuel,E-commerce
2131,Elite Cafe,Fuel
2132,Elite Hub,Electronics
2133,Elite Fuel,Electronics
2134,Urban Mart,Dining
2135,Urban Store,Dining
2136,Prime Store,Dining
2137,Elite Fuel,Travel
2138,Elite Hub,Entertainment
2139,Urban Mart,Fuel
2140,Metro Mart,Entertainment
2141,Urban Fuel,Fuel
2142,Urban Hub,Grocery
2143,Quick Store,Electronics
2144,Prime Fuel,Fashion
2145,Quick Store,Utilities
2146,Urban Hub,Fuel
2147,Urban Store,Utilities
2148,Metro Hub,Travel
2149,Quick Fuel,Utilities
2150,Prime Store,Dining
2151,Metro Fuel,Healthcare
2152,Urban Hub,Travel
2153,Prime Store,E-commerce
2154,Quick Fuel,Fuel
2155,Elite Hub,E-commerce
2156,Elite Fuel,Travel
2157,Prime Cafe,Fashion
2158,Urban Cafe,Dining
2159,Quick Fuel,Utilities
2160,Quick Hub,Dining
2161,Quick Fuel,Fuel
2162,Quick Hub,Travel
2163,Metro Cafe,Dining
2164,Quick Hub,Fuel
2165,Elite Cafe,Dining
2166,Metro Fuel,Dining
2167,Metro Fuel,Dining
2168,Metro Mart,Dining
2169,Urban Cafe,Fashion
2170,Urban Mart,Travel
2171,Elite Mart,Fuel
2172,Urban Store,Healthcare
2173,Metro Mart,Healthcare
2174,Urban Store,Fashion
2175,Urban Fuel,E-commerce
2176,Elite Hub,Utilities
2177,Prime Hub,Entertainment
2178,Urban Mart,Fuel
2179,Metro Fuel,Travel
2180,Metro Store,Fuel
2181,Metro Cafe,Entertainment
2182,Prime Store,Healthcare
2183,Prime Fuel,E-commerce
2184,Elite Hub,Fuel
2185,Quick Store,Utilities
2186,Metro Fuel,Entertainment
2187,Metro Cafe,Healthcare
2188,Prime Cafe,Fashion
2189,Metro Fuel,Fashion
2190,Prime Hub,Healthcare
2191,Urban Fuel,Healthcare
2192,Elite Fuel,Electronics
2193,Urban Mart,Travel
2194,Urban Store,Dining
2195,Metro Mart,Healthcare
2196,Urban Mart,Utilities
2197,Metro Store,Dining
2198,Elite Fuel,Dining
2199,Prime Fuel,Grocery
2200,Prime Store,Grocery
2201,Elite Mart,Healthcare
2202,Quick Store,Travel
2203,Metro Hub,Fuel
2204,Metro Fuel,Entertainment
2205,Quick Hub,Electronics
2206,Elite Mart,Dining
2207,Quick Mart,Utilities
2208,Quick Hub,Travel
2209,Metro Store,Entertainment
2210,Quick Cafe,Fuel
2211,Urban Mart,Travel
2212,Metro Hub,Healthcare
2213,Prime Fuel,Travel
2214,Urban Store,Dining
2215,Urban Hub,Healthcare
2216,Elite Store,Dining
2217,Elite Mart,Travel
2218,Metro Store,Fashion
2219,Quick Hub,Utilities
2220,Quick Store,Utilities
2221,Quick Store,Travel
2222,Quick Hub,E-commerce
2223,Metro Store,Utilities
2224,Prime Fuel,Fashion
2225,Elite Cafe,Fuel
2226,Quick Store,Grocery
2227,Urban Fuel,Utilities
2228,Quick Fuel,Dining
2229,Urban Mart,Electronics
2230,Quick Mart,Grocery
2231,Elite Fuel,Fashion
2232,Quick Store,E-commerce
2233,Metro Mart,E-commerce
2234,Elite Mart,Healthcare
2235,Urban Mart,Utilities
2236,Elite Mart,E-commerce
2237,Prime Hub,Electronics
2238,Elite Fuel,Healthcare
2239,Prime Cafe,E-commerce
2240,Prime Fuel,Fuel
2241,Prime Fuel,E-commerce
2242,Elite Hub,Entertainment
2243,Prime Cafe,Utilities
2244,Elite Hub,Healthcare
2245,Elite Fuel,Healthcare
2246,Metro Mart,Dining
2247,Metro Cafe,Grocery
2248,Urban Hub,Entertainment
2249,Elite Store,Utilities
2250,Prime Cafe,Utilities
2251,Quick Cafe,Travel
2252,Urban Fuel,Fashion
2253,Urban Fuel,Healthcare
2254,Prime Cafe,Grocery
2255,Quick Store,Electronics
2256,Elite Fuel,Dining
2257,Elite Hub,Electronics
2258,Urban Fuel,Fuel
2259,Urban Hub,Fashion
2260,Prime Fuel,Travel
2261,Elite Cafe,Utilities
2262,Elite Hub,E-commerce
2263,Elite Hub,Healthcare
2264,Metro Cafe,Entertainment
2265,Metro Cafe,E-commerce
2266,Quick Hub,Dining
2267,Elite Fuel,E-commerce
2268,Quick Cafe,Fuel
2269,Prime Cafe,Travel
2270,Quick Fuel,Fashion
2271,Urban Fuel,Fuel
2272,Elite Cafe,Fuel
2273,Quick Store,Dining
2274,Prime Cafe,Utilities
2275,Quick Cafe,Dining
2276,Metro Store,Travel
2277,Urban Fuel,Dining
2278,Prime Mart,E-commerce
2279,Elite Store,Fuel
2280,Prime Fuel,Travel
2281,Metro Fuel,Grocery
2282,Metro Hub,Grocery
2283,Urban Store,Entertainment
2284,Urban Fuel,Fashion
2285,Elite Hub,Utilities
2286,Metro Store,Entertainment
2287,Metro Hub,Entertainment
2288,Elite Fuel,Travel
2289,Quick Store,Entertainment
2290,Urban Hub,Fashion
2291,Elite Fuel,Fuel
2292,Prime Hub,Electronics
2293,Prime Fuel,Electronics
2294,Metro Cafe,Grocery
2295,Metro Mart,Fashion
2296,Quick Hub,Utilities
2297,Prime Cafe,E-commerce
2298,Elite Mart,Grocery
2299,Metro Hub,Dining
2300,Quick Store,Healthcare
2301,Prime Mart,E-commerce
2302,Urban Store,Healthcare
2303,Urban Store,E-commerce
2304,Elite Mart,Electronics
2305,Metro Cafe,Fashion
2306,Quick Store,Fashion
2307,Urban Fuel,Fashion
2308,Quick Cafe,Electronics
2309,Quick Cafe,E-commerce
2310,Urban Fuel,Entertainment
2311,Metro Cafe,Dining
2312,Urban Mart,E-commerce
2313,Metro Cafe,E-commerce
2314,Metro Cafe,Fashion
2315,Quick Fuel,Entertainment
2316,Urban Fuel,E-commerce
2317,Metro Cafe,Grocery
2318,Prime Cafe,Utilities
2319,Urban Fuel,Travel
2320,Quick Store,Fuel
2321,Elite Fuel,Entertainment
2322,Metro Mart,Dining
2323,Urban Fuel,Electronics
2324,Urban Store,Utilities
2325,Metro Mart,Fashion
2326,Urban Hub,Utilities
2327,Elite Mart,Dining
2328,Metro Store,Travel
2329,Prime Cafe,Utilities
2330,Quick Mart,Utilities
2331,Elite Hub,Dining
2332,Metro Mart,Utilities
2333,Metro Cafe,Dining
2334,Elite Hub,Grocery
2335,Quick Mart,Utilities
2336,Quick Fuel,Grocery
2337,Metro Cafe,E-commerce
2338,Elite Cafe,Utilities
2339,Metro Fuel,Fashion
2340,Metro Mart,Entertainment
2341,Prime Hub,Dining
2342,Elite Fuel,Healthcare
2343,Elite Hub,Dining
2344,Quick Fuel,Grocery
2345,Quick Hub,Grocery
2346,Elite Fuel,Dining
2347,Urban Hub,Entertainment
2348,Quick Fuel,Fuel
2349,Quick Cafe,Fuel
2350,Urban Hub,E-commerce
2351,Quick Store,Entertainment
2352,Quick Fuel,Dining
2353,Metro Fuel,Travel
2354,Urban Store,Electronics
2355,Urban Fuel,Healthcare
2356,Prime Hub,Fuel
2357,Elite Cafe,Electronics
2358,Quick Hub,Travel
2359,Prime Mart,Grocery
2360,Quick Cafe,Fuel
2361,Metro Store,Fuel
2362,Elite Hub,Entertainment
2363,Urban Fuel,Fuel
2364,Metro Mart,Utilities
2365,Elite Hub,Dining
2366,Elite Mart,Fuel
2367,Quick Cafe,Grocery
2368,Prime Store,Fashion
2369,Quick Hub,Fuel
2370,Quick Mart,Fuel
2371,Urban Store,Grocery
2372,Prime Hub,Fashion
2373,Quick Hub,E-commerce
2374,Prime Mart,E-commerce
2375,Elite Hub,Travel
2376,Metro Mart,E-commerce
2377,Urban Fuel,Entertainment
2378,Quick Store,E-commerce
2379,Elite Fuel,Electronics
2380,Metro Fuel,Travel
2381,Urban Mart,Utilities
2382,Quick Cafe,Entertainment
2383,Prime Hub,Grocery
2384,Prime Store,Entertainment
2385,Prime Mart,Healthcare
2386,Prime Hub,Grocery
2387,Metro Fuel,Grocery
2388,Urban Fuel,Fuel
2389,Metro Fuel,Electronics
2390,Prime Hub,Fuel
2391,Metro Hub,Travel
2392,Quick Mart,Travel
2393,Urban Hub,Grocery
2394,Urban Store,Fashion
2395,Metro Hub,Fuel
2396,Metro Cafe,Dining
2397,Prime Hub,Entertainment
2398,Metro Store,Healthcare
2399,Urban Store,Travel
2400,Urban Fuel,Grocery
2401,Elite Store,Dining
2402,Urban Hub,Fashion
2403,Metro Mart,Dining
2404,Quick Cafe,Electronics
2405,Prime Store,E-commerce
2406,Prime Mart,Fuel
2407,Metro Cafe,Electronics
2408,Prime Store,Utilities
2409,Metro Store,Fashion
2410,Urban Hub,Healthcare
2411,Prime Mart,Utilities
2412,Elite Hub,Fashion
2413,Prime Store,Utilities
2414,Metro Cafe,Entertainment
2415,Metro Cafe,Fuel
2416,Urban Cafe,Grocery
2417,Prime Mart,Entertainment
2418,Elite Mart,Utilities
2419,Prime Fuel,Entertainment
2420,Urban Cafe,Fashion
2421,Quick Mart,Fashion
2422,Prime Store,E-commerce
2423,Quick Hub,Fuel
2424,Metro Hub,Dining
2425,Elite Store,Fuel
2426,Prime Hub,Utilities
2427,Elite Mart,Dining
2428,Urban Cafe,Fuel
2429,Prime Cafe,Utilities
2430,Quick Cafe,Utilities
2431,Prime Store,Fuel
2432,Elite Fuel,Utilities
2433,Metro Store,Utilities
2434,Prime Mart,Dining
2435,Quick Mart,Electronics
2436,Elite Fuel,Healthcare
2437,Quick Store,Fuel
2438,Elite Fuel,Grocery
2439,Quick Store,Fashion
2440,Metro Hub,Entertainment
2441,Elite Mart,Utilities
2442,Quick Store,Travel
2443,Metro Hub,Fashion
2444,Prime Fuel,Travel
2445,Urban Fuel,Healthcare
2446,Urban Mart,Fuel
2447,Prime Hub,E-commerce
2448,Urban Mart,Travel
2449,Metro Mart,Utilities
2450,Metro Hub,Entertainment
2451,Quick Cafe,Electronics
2452,Quick Fuel,Electronics
2453,Prime Cafe,Travel
2454,Prime Cafe,Healthcare
2455,Quick Mart,Fashion
2456,Urban Mart,Healthcare
2457,Prime Fuel,Fashion
2458,Elite Hub,Healthcare
2459,Urban Cafe,Utilities
2460,Urban Hub,Entertainment
2461,Urban Hub,E-commerce
2462,Metro Mart,Healthcare
2463,Elite Cafe,Fashion
2464,Prime Hub,Fashion
2465,Quick Hub,Fuel
2466,Quick Hub,Fashion
2467,Urban Store,Utilities
2468,Prime Mart,Dining
2469,Metro Fuel,E-commerce
2470,Urban Mart,Utilities
2471,Quick Cafe,Travel
2472,Metro Cafe,Healthcare
2473,Elite Fuel,Utilities
2474,Quick Fuel,Fashion
2475,Metro Store,E-commerce
2476,Elite Cafe,Grocery
2477,Prime Hub,E-commerce
2478,Urban Store,Grocery
2479,Metro Cafe,Travel
2480,Quick Mart,Travel
2481,Quick Mart,Electronics
2482,Prime Cafe,Travel
2483,Prime Fuel,Travel
2484,Urban Cafe,E-commerce
2485,Urban Cafe,Electronics
2486,Quick Mart,Entertainment
2487,Urban Hub,E-commerce
2488,Urban Mart,Healthcare
2489,Urban Mart,E-commerce
2490,Urban Cafe,Travel
2491,Quick Fuel,Fuel
2492,Quick Cafe,Fashion
2493,Prime Cafe,E-commerce
2494,Quick Cafe,Travel
2495,Elite Mart,Utilities
2496,Quick Mart,Electronics
2497,Urban Store,E-commerce
2498,Quick Fuel,Grocery
2499,Elite Mart,Healthcare
2500,Elite Fuel,Travel
2501,Quick Fuel,Utilities
2502,Metro Mart,Fuel
2503,Metro Fuel,Utilities
2504,Quick Store,Healthcare
2505,Prime Fuel,Electronics
2506,Urban Hub,Utilities
2507,Metro Fuel,E-commerce
2508,Metro Store,Travel
2509,Prime Mart,Fuel
2510,Prime Fuel,Entertainment
2511,Elite Cafe,Fuel
2512,Urban Store,Fashion
2513,Metro Store,Grocery
2514,Metro Cafe,Electronics
2515,Quick Store,E-commerce
2516,Metro Cafe,Fuel
2517,Prime Hub,Electronics
2518,Urban Hub,Travel
2519,Metro Fuel,Electronics
2520,Quick Store,Healthcare
2521,Quick Hub,Travel
2522,Elite Mart,Grocery
2523,Quick Fuel,Utilities
2524,Metro Cafe,Fuel
2525,Quick Cafe,E-commerce
2526,Metro Cafe,Dining
2527,Urban Mart,E-commerce
2528,Prime Cafe,Healthcare
2529,Elite Fuel,E-commerce
2530,Metro Fuel,Fuel
2531,Urban Store,Healthcare
2532,Elite Hub,Healthcare
2533,Metro Mart,Dining
2534,Urban Store,Grocery
2535,Metro Fuel,Entertainment
2536,Elite Fuel,Grocery
2537,Metro Cafe,Dining
2538,Quick Mart,Utilities
2539,Urban Mart,Entertainment
2540,Quick Store,Entertainment
2541,Quick Cafe,Entertainment
2542,Urban Hub,Utilities
2543,Prime Fuel,Grocery
2544,Prime Mart,Travel
2545,Elite Store,Entertainment
2546,Quick Fuel,Travel
2547,Quick Mart,E-commerce
2548,Quick Hub,Entertainment
2549,Quick Hub,Fashion
2550,Prime Hub,Entertainment
2551,Prime Store,E-commerce
2552,Prime Fuel,Travel
2553,Prime Cafe,Healthcare
2554,Quick Mart,Fashion
2555,Prime Cafe,Grocery
2556,Metro Cafe,Healthcare
2557,Metro Mart,Fashion
2558,Metro Cafe,Healthcare
2559,Quick Mart,E-commerce
2560,Urban Cafe,Fashion
2561,Prime Mart,Travel
2562,Prime Cafe,Fuel
2563,Urban Mart,Fuel
2564,Metro Cafe,Fashion
2565,Prime Cafe,Dining
2566,Quick Mart,Electronics
2567,Quick Cafe,Electronics
2568,Urban Mart,Healthcare
2569,Quick Hub,Utilities
2570,Elite Mart,Healthcare
2571,Metro Hub,Fuel
2572,Quick Store,Electronics
2573,Metro Mart,Dining
2574,Quick Hub,E-commerce
2575,Metro Cafe,Electronics
2576,Elite Hub,Entertainment
2577,Quick Cafe,Entertainment
2578,Prime Store,Fuel
2579,Prime Cafe,Utilities
2580,Urban Store,Dining
2581,Prime Mart,Fuel
2582,Metro Hub,Grocery
2583,Elite Fuel,Fashion
2584,Urban Mart,Grocery
2585,Quick Hub,Healthcare
2586,Quick Mart,Healthcare
2587,Quick Store,Electronics
2588,Metro Store,Entertainment
2589,Quick Hub,Electronics
2590,Metro Mart,Electronics
2591,Prime Mart,Entertainment
2592,Metro Cafe,Healthcare
2593,Urban Store,E-commerce
2594,Quick Hub,Electronics
2595,Metro Mart,Dining
2596,Urban Mart,Entertainment
2597,Urban Hub,Electronics
2598,Elite Fuel,Electronics
2599,Quick Cafe,Electronics
2600,Metro Fuel,Entertainment
2601,Metro Store,Entertainment
2602,Urban Fuel,Electronics
2603,Prime Fuel,Healthcare
2604,Prime Cafe,Healthcare
2605,Quick Hub,Entertainment
2606,Urban Store,Electronics
2607,Prime Store,Grocery
2608,Quick Cafe,Grocery
2609,Urban Fuel,Electronics
2610,Quick Hub,Fashion
2611,Elite Mart,Electronics
2612,Prime Mart,Grocery
2613,Quick Hub,Dining
2614,Prime Mart,Grocery
2615,Urban Hub,Fashion
2616,Prime Hub,Fuel
2617,Prime Mart,Travel
2618,Elite Cafe,Utilities
2619,Quick Hub,Entertainment
2620,Quick Store,Electronics
2621,Elite Fuel,Entertainment
2622,Prime Fuel,Travel
2623,Urban Cafe,Healthcare
2624,Urban Hub,Grocery
2625,Quick Hub,Travel
2626,Metro Hub,Fuel
2627,Elite Store,Fuel
2628,Elite Cafe,Dining
2629,Elite Cafe,Dining
2630,Metro Mart,Utilities
2631,Quick Hub,Entertainment
2632,Elite Hub,Fuel
2633,Prime Fuel,Healthcare
2634,Metro Mart,Entertainment
2635,Quick Hub,Travel
2636,Urban Mart,Dining
2637,Metro Mart,Grocery
2638,Quick Cafe,Fashion
2639,Urban Fuel,Utilities
2640,Metro Hub,Entertainment
2641,Metro Cafe,Grocery
2642,Prime Hub,Fashion
2643,Urban Hub,Grocery
2644,Metro Fuel,Grocery
2645,Elite Cafe,Utilities
2646,Elite Mart,Healthcare
2647,Urban Fuel,Entertainment
2648,Prime Mart,Healthcare
2649,Metro Store,Utilities
2650,Elite Mart,Travel
2651,Elite Hub,Fashion
2652,Prime Store,Grocery
2653,Urban Store,Fashion
2654,Elite Fuel,Entertainment
2655,Prime Store,Travel
2656,Prime Store,Electronics
2657,Metro Hub,Grocery
2658,Quick Fuel,Travel
2659,Metro Fuel,Fuel
2660,Metro Hub,Grocery
2661,Urban Fuel,Fashion
2662,Elite Hub,Entertainment
2663,Metro Store,E-commerce
2664,Urban Fuel,Dining
2665,Metro Mart,Fuel
2666,Prime Store,Entertainment
2667,Prime Store,E-commerce
2668,Elite Fuel,Travel
2669,Prime Hub,Dining
2670,Elite Store,Fashion
2671,Prime Cafe,Fashion
2672,Quick Mart,Travel
2673,Prime Store,Fuel
2674,Prime Mart,Fashion
2675,Quick Hub,Electronics
2676,Metro Fuel,Fashion
2677,Urban Fuel,Entertainment
2678,Urban Store,Fuel
2679,Quick Mart,Grocery
2680,Urban Hub,E-commerce
2681,Quick Cafe,Entertainment
2682,Quick Fuel,Dining
2683,Urban Hub,E-commerce
2684,Quick Hub,Grocery
2685,Quick Cafe,Utilities
2686,Metro Store,Fuel
2687,Quick Mart,Fashion
2688,Metro Fuel,Healthcare
2689,Elite Hub,Grocery
2690,Quick Fuel,Travel
2691,Urban Fuel,E-commerce
2692,Prime Mart,Healthcare
2693,Prime Mart,Electronics
2694,Elite Hub,Grocery
2695,Quick Mart,E-commerce
2696,Elite Hub,Entertainment
2697,Prime Cafe,Grocery
2698,Prime Fuel,E-commerce
2699,Prime Store,Healthcare
2700,Metro Fuel,Entertainment
2701,Quick Mart,Utilities
2702,Quick Cafe,Grocery
2703,Elite Store,Utilities
2704,Urban Mart,Grocery
2705,Metro Store,Fashion
2706,Metro Mart,Grocery
2707,Quick Hub,E-commerce
2708,Elite Hub,Grocery
2709,Metro Hub,Healthcare
2710,Elite Mart,Fashion
2711,Metro Mart,Grocery
2712,Urban Store,Grocery
2713,Elite Store,Travel
2714,Prime Mart,Dining
2715,Elite Cafe,Electronics
2716,Prime Store,Grocery
2717,Quick Store,Fuel
2718,Metro Cafe,Electronics
2719,Urban Mart,Travel
2720,Quick Cafe,Fuel
2721,Elite Fuel,Dining
2722,Quick Hub,Fashion
2723,Elite Mart,Entertainment
2724,Metro Store,Utilities
2725,Metro Hub,E-commerce
2726,Elite Mart,Travel
2727,Quick Cafe,Travel
2728,Prime Mart,E-commerce
2729,Quick Hub,Entertainment
2730,Elite Hub,Travel
2731,Quick Cafe,Travel
2732,Elite Fuel,Travel
2733,Elite Mart,Travel
2734,Prime Cafe,Grocery
2735,Prime Cafe,Grocery
2736,Quick Fuel,Fuel
2737,Quick Mart,Electronics
2738,Prime Mart,Grocery
2739,Quick Cafe,E-commerce
2740,Quick Mart,Utilities
2741,Metro Cafe,Grocery
2742,Quick Fuel,Entertainment
2743,Metro Fuel,Electronics
2744,Elite Store,E-commerce
2745,Prime Store,Dining
2746,Elite Fuel,Fuel
2747,Quick Mart,Fashion
2748,Elite Store,Fuel
2749,Quick Store,Fuel
2750,Quick Fuel,Entertainment
2751,Prime Mart,Dining
2752,Quick Store,E-commerce
2753,Prime Hub,Travel
2754,Elite Mart,Dining
2755,Metro Store,Dining
2756,Prime Cafe,Utilities
2757,Urban Hub,Utilities
2758,Prime Mart,Healthcare
2759,Metro Fuel,Dining
2760,Quick Hub,Fashion
2761,Quick Store,Fashion
2762,Metro Store,Fashion
2763,Metro Store,Electronics
2764,Metro Store,Travel
2765,Metro Cafe,Electronics
2766,Quick Mart,Healthcare
2767,Quick Fuel,Entertainment
2768,Metro Store,Utilities
2769,Metro Cafe,Electronics
2770,Metro Hub,Travel
2771,Quick Hub,Travel
2772,Elite Fuel,Grocery
2773,Urban Fuel,Healthcare
2774,Prime Cafe,Utilities
2775,Elite Fuel,Fuel
2776,Quick Hub,Dining
2777,Quick Cafe,Healthcare
2778,Metro Hub,Fuel
2779,Metro Mart,Electronics
2780,Urban Store,Dining
2781,Prime Hub,Travel
2782,Elite Cafe,Entertainment
2783,Quick Fuel,Electronics
2784,Urban Cafe,Utilities
2785,Prime Mart,Travel
2786,Prime Fuel,Grocery
2787,Elite Cafe,E-commerce
2788,Metro Cafe,Entertainment
2789,Metro Fuel,Utilities
2790,Prime Fuel,E-commerce
2791,Prime Hub,E-commerce
2792,Prime Store,Entertainment
2793,Metro Store,Dining
2794,Quick Fuel,Grocery
2795,Elite Cafe,Dining
2796,Elite Fuel,Dining
2797,Elite Hub,Fuel
2798,Urban Mart,Fashion
2799,Urban Store,Electronics
2800,Urban Store,Utilities
2801,Prime Store,E-commerce
2802,Elite Fuel,Fuel
2803,Quick Store,Dining
2804,Elite Hub,Travel
2805,Elite Store,Healthcare
2806,Quick Mart,E-commerce
2807,Urban Hub,Utilities
2808,Prime Hub,Grocery
2809,Quick Hub,Fuel
