customer_id,total_spend,avg_ticket_size,txn_count,last_txn_date,first_txn_date,merchant_diversity,recency_days,frequency,monetary,active_days,spend_velocity,decline_rate,dispute_rate,late_night_ratio,avg_utilisation,income_band,city,age,R_score,F_score,M_score,RFM_score,rfm_segment
23198,21025.15,1314.071875,16,2025-06-13 01:48:00,2024-11-26 04:58:00,9,16,16,21025.15,198,106.19,0.0556,0.0556,0.3333,0.4205,Low,Bangalore,45,3,3,2,8,At Risk
23199,18545.81,1854.5810000000001,10,2025-05-22 10:23:00,2024-06-06 10:27:00,6,38,10,18545.81,349,53.14,0.0,0.0,0.1,0.0371,High,Chandigarh,70,2,2,2,6,Lost
23200,36879.89,1536.6620833333334,24,2025-06-21 02:37:00,2023-08-22 12:03:00,8,8,24,36879.89,668,55.21,0.0385,0.0385,0.1538,0.2149,Low,Hyderabad,34,4,4,3,11,Loyal
23201,19175.36,1369.6685714285716,14,2025-06-10 13:52:00,2024-05-04 11:22:00,7,19,14,19175.36,402,47.7,0.0667,0.0,0.3333,0.0601,Low,Kolkata,73,3,3,2,8,At Risk
23202,81197.04,2619.2593548387094,31,2025-06-27 03:04:00,2024-04-23 01:08:00,10,2,31,81197.04,430,188.83,0.0,0.0312,0.2188,0.3115,Medium,Chandigarh,32,5,5,5,15,Champions
23203,44173.19,1698.9688461538462,26,2025-06-10 13:04:00,2023-07-10 10:09:00,9,19,26,44173.19,701,63.01,0.0,0.0,0.2692,0.15215,High,Bangalore,54,3,4,4,11,Loyal
23204,58000.49,2320.0196,25,2025-06-29 03:49:00,2024-02-09 23:17:00,10,0,25,58000.49,505,114.85,0.0714,0.0357,0.2857,0.1438,Low,Hyderabad,36,5,4,5,14,Champions
23205,49427.88,1647.596,30,2025-06-10 18:40:00,2023-06-18 11:50:00,10,19,30,49427.88,723,68.36,0.0909,0.0,0.1818,0.13326666666666667,Low,Kolkata,52,3,5,4,12,Loyal
23206,83061.43,2595.6696875,32,2025-06-14 13:54:00,2024-05-14 13:03:00,10,15,32,83061.43,396,209.75,0.0303,0.0,0.1818,0.16616666666666666,Medium,Chandigarh,35,3,5,5,13,Champions
23207,6228.56,1038.0933333333335,6,2025-03-05 06:09:00,2024-02-13 14:10:00,5,116,6,6228.56,385,16.18,0.1429,0.0,0.2857,0.0208,Medium,Hyderabad,32,1,1,1,3,Lost
23208,2064.86,516.215,4,2025-05-13 15:31:00,2023-10-09 18:59:00,2,47,4,2064.86,581,3.55,0.1667,0.1667,0.0,0.0206,Low,Kolkata,43,2,1,1,4,Lost
23209,59275.0,1481.875,40,2025-06-22 09:20:00,2024-07-04 04:52:00,10,7,40,59275.0,353,167.92,0.0444,0.0667,0.2667,0.0683,High,Chennai,37,4,5,5,14,Champions
23210,27183.16,1941.6542857142856,14,2025-06-12 07:41:00,2024-09-21 15:00:00,6,17,14,27183.16,263,103.36,0.0,0.0,0.3571,0.3624,Low,Hyderabad,51,3,3,3,9,At Risk
23211,72854.2,1969.0324324324324,37,2025-06-21 20:16:00,2024-05-25 23:51:00,9,8,37,72854.2,391,186.33,0.075,0.0,0.3,0.21213333333333337,Low,Hyderabad,46,4,5,5,14,Champions
23212,47966.119999999995,1713.0757142857142,28,2025-06-01 11:18:00,2024-01-14 15:39:00,10,28,28,47966.119999999995,503,95.36,0.0345,0.0,0.2414,0.11107500000000001,Medium,Delhi,49,3,5,4,12,Loyal
23213,39589.86,1649.5775,24,2025-05-06 05:20:00,2023-06-13 21:14:00,10,54,24,39589.86,692,57.21,0.037,0.0741,0.2963,0.252,Premium,Mumbai,26,2,4,4,10,Loyal
23214,79733.42,3322.2258333333334,24,2025-06-07 04:36:00,2023-09-11 10:30:00,8,22,24,79733.42,634,125.76,0.04,0.0,0.44,0.402,Medium,Delhi,52,3,4,5,12,Loyal
23215,8950.84,1491.8066666666666,6,2025-06-05 10:39:00,2023-08-16 22:12:00,5,24,6,8950.84,658,13.6,0.0,0.0,0.0,0.0597,Low,Bangalore,60,3,1,1,5,Lost
23216,22249.12,2781.14,8,2025-06-08 08:16:00,2023-12-05 08:13:00,4,21,8,22249.12,551,40.38,0.0,0.0,0.25,0.1483,Medium,Bangalore,25,3,1,2,6,Lost
23218,25142.48,3142.81,8,2025-05-14 14:01:00,2024-01-10 10:10:00,5,46,8,25142.48,490,51.31,0.2,0.0,0.0,0.2514,Low,Delhi,21,2,1,2,5,Lost
23220,36595.21,1742.6290476190475,21,2025-05-28 07:39:00,2024-02-07 17:50:00,9,32,21,36595.21,475,77.04,0.0,0.0,0.2857,0.1591,Medium,Kolkata,72,2,4,3,9,At Risk
23223,27152.800000000003,2715.28,10,2025-04-21 08:07:00,2023-12-31 20:35:00,7,69,10,27152.800000000003,476,57.04,0.0,0.0,0.3,0.2715,High,Hyderabad,26,1,2,3,6,Lost
23224,40403.31,1923.9671428571428,21,2025-04-07 20:09:00,2023-08-30 12:33:00,8,83,21,40403.31,586,68.95,0.087,0.0,0.1739,0.25234999999999996,Low,Bangalore,66,1,4,4,9,At Risk
23226,80179.73,2109.992894736842,38,2025-06-25 04:00:00,2024-06-26 09:34:00,9,4,38,80179.73,363,220.88,0.0952,0.0,0.2619,0.121475,Low,Hyderabad,21,5,5,5,15,Champions
23227,65414.5,1721.4342105263158,38,2025-06-22 06:24:00,2024-03-18 09:17:00,8,7,38,65414.5,460,142.21,0.0,0.0,0.1316,0.07903333333333333,Medium,Pune,31,4,5,5,14,Champions
23228,86604.63,2405.684166666667,36,2025-06-03 09:38:00,2023-06-16 02:36:00,10,26,36,86604.63,718,120.62,0.0263,0.0263,0.1579,0.201075,High,Chennai,57,3,5,5,13,Champions
23229,30069.68,1768.804705882353,17,2025-06-27 15:18:00,2024-06-02 18:05:00,10,2,17,30069.68,389,77.3,0.1053,0.0,0.1579,0.065,Low,Bangalore,61,5,3,3,11,Loyal
23231,58648.11,3086.7426315789476,19,2025-06-04 11:50:00,2023-08-03 05:32:00,9,25,19,58648.11,671,87.4,0.05,0.0,0.2,0.29325,High,Delhi,50,3,3,5,11,Loyal
23234,21079.89,1621.53,13,2025-05-06 02:17:00,2024-06-10 22:48:00,9,54,13,21079.89,329,64.07,0.0714,0.0,0.2857,0.2108,Low,Mumbai,39,2,2,2,6,Lost
23235,38676.23,1841.7252380952382,21,2025-06-29 01:17:00,2024-07-13 18:24:00,9,0,21,38676.23,350,110.5,0.0,0.0,0.4286,0.25575000000000003,Premium,Delhi,73,5,4,4,13,Champions
23236,40954.64,1861.5745454545454,22,2025-06-03 13:36:00,2024-04-12 03:12:00,10,26,22,40954.64,417,98.21,0.0,0.0,0.1364,0.31925000000000003,Medium,Pune,68,3,4,4,11,Loyal
23237,18576.48,2322.06,8,2025-06-19 21:17:00,2024-07-12 08:04:00,5,10,8,18576.48,342,54.32,0.0,0.0,0.125,0.1238,Medium,Mumbai,71,4,1,2,7,At Risk
23239,29943.88,2495.3233333333333,12,2025-06-25 00:21:00,2024-10-10 01:07:00,9,4,12,29943.88,257,116.51,0.0769,0.0,0.5385,0.1996,High,Hyderabad,37,5,2,3,10,Loyal
23241,20699.670000000002,2957.0957142857146,7,2024-12-18 15:54:00,2023-12-02 04:15:00,7,193,7,20699.670000000002,382,54.19,0.125,0.0,0.5,0.0276,Medium,Chandigarh,44,1,1,2,4,Lost
23242,122306.04,2446.1207999999997,50,2025-06-24 15:08:00,2024-02-11 20:30:00,10,5,50,122306.04,498,245.59,0.0364,0.0545,0.2727,0.3061,High,Delhi,71,5,5,5,15,Champions
23243,12941.08,1848.7257142857143,7,2025-06-15 01:47:00,2024-07-11 05:32:00,6,14,7,12941.08,338,38.29,0.0,0.0,0.2857,0.1725,High,Chennai,70,4,1,1,6,Lost
23245,18565.15,1547.0958333333335,12,2025-06-02 00:36:00,2024-09-13 17:24:00,8,27,12,18565.15,261,71.13,0.0714,0.0714,0.3571,0.0928,Medium,Bangalore,61,3,2,2,7,At Risk
23246,15712.49,1428.408181818182,11,2025-06-20 00:47:00,2024-06-26 15:01:00,6,9,11,15712.49,358,43.89,0.0,0.0,0.4545,0.0669,Medium,Kolkata,61,4,2,1,7,At Risk
23247,38922.1,1769.1863636363635,22,2025-06-17 08:23:00,2024-06-02 04:14:00,9,12,22,38922.1,380,102.43,0.1154,0.0385,0.2692,0.18826666666666667,High,Pune,53,4,4,4,12,Loyal
23248,16449.44,1827.7155555555555,9,2025-06-04 22:32:00,2024-10-25 08:02:00,5,25,9,16449.44,222,74.1,0.0,0.0,0.0,0.1097,High,Chandigarh,74,3,1,1,5,Lost
23249,46358.46,3566.0353846153844,13,2025-05-27 14:43:00,2024-04-10 12:33:00,9,33,13,46358.46,412,112.52,0.0,0.0,0.1538,0.4636,Low,Hyderabad,22,2,2,4,8,At Risk
23251,22425.21,2242.5209999999997,10,2025-06-09 17:53:00,2024-05-22 23:19:00,5,20,10,22425.21,382,58.7,0.0,0.0,0.4,0.1495,Medium,Kolkata,18,3,2,2,7,At Risk
23252,29989.57,2726.3245454545454,11,2025-06-04 19:17:00,2023-05-16 04:35:00,7,25,11,29989.57,750,39.99,0.0,0.0,0.1818,0.1499,Low,Delhi,28,3,2,3,8,At Risk
23253,31440.07,2096.0046666666667,15,2025-06-13 17:55:00,2024-03-27 16:54:00,8,16,15,31440.07,443,70.97,0.0625,0.0,0.1875,0.6288,Low,Hyderabad,55,3,3,3,9,At Risk
23254,100832.66,2192.014347826087,46,2025-06-27 18:20:00,2024-04-13 05:49:00,10,2,46,100832.66,440,229.17,0.0417,0.0,0.2083,0.21873333333333334,Medium,Hyderabad,64,5,5,5,15,Champions
23255,52758.35,2512.302380952381,21,2025-04-28 01:48:00,2024-03-21 04:00:00,10,62,21,52758.35,402,131.24,0.0,0.0,0.2857,0.21875,Low,Chandigarh,70,1,4,4,9,At Risk
23258,14157.619999999999,1415.762,10,2025-03-13 07:32:00,2023-07-07 17:52:00,7,108,10,14157.619999999999,614,23.06,0.0,0.0,0.3,0.0189,Medium,Mumbai,58,1,2,1,4,Lost
23260,29356.96,1726.8799999999999,17,2025-06-26 07:34:00,2023-09-30 12:30:00,7,3,17,29356.96,634,46.3,0.0,0.0,0.1765,0.0166,High,Bangalore,55,5,3,3,11,Loyal
23261,70517.3,1762.9325000000001,40,2025-04-18 09:14:00,2023-07-27 15:35:00,10,72,40,70517.3,630,111.93,0.0238,0.0238,0.2381,0.143875,Medium,Delhi,40,1,5,5,11,Loyal
23262,46101.39,2305.0695,20,2025-06-21 04:17:00,2024-01-30 02:11:00,10,8,20,46101.39,508,90.75,0.1304,0.0,0.3478,0.08535,Low,Chandigarh,44,4,4,4,12,Loyal
23263,45372.3,1564.5620689655173,29,2025-06-25 22:26:00,2023-10-25 10:04:00,10,4,29,45372.3,609,74.5,0.0938,0.0,0.1875,0.07196666666666666,Low,Pune,30,5,5,4,14,Champions
23264,37847.43,1455.6703846153846,26,2025-06-20 20:29:00,2023-07-07 14:35:00,10,9,26,37847.43,714,53.01,0.037,0.0,0.2222,0.09736666666666667,Premium,Kolkata,37,4,4,3,11,Loyal
23265,35629.56,1484.5649999999998,24,2025-06-18 17:06:00,2024-02-29 23:05:00,8,11,24,35629.56,474,75.17,0.1935,0.0323,0.1935,0.27235,Medium,Hyderabad,56,4,4,3,11,Loyal
23266,38594.93,1837.8538095238096,21,2025-06-04 04:22:00,2023-09-02 18:43:00,8,25,21,38594.93,640,60.3,0.0,0.0455,0.1818,0.11805,High,Delhi,31,3,4,4,11,Loyal
23268,25602.38,1706.8253333333334,15,2025-06-23 07:02:00,2024-06-25 02:56:00,8,6,15,25602.38,363,70.53,0.2,0.05,0.35,0.3414,Medium,Pune,38,5,3,2,10,Loyal
23270,41898.15,1611.4673076923077,26,2025-06-18 09:23:00,2024-05-20 09:20:00,10,11,26,41898.15,394,106.34,0.0,0.0,0.2692,0.373,Medium,Chandigarh,23,4,4,4,12,Loyal
23271,33595.95,4199.49375,8,2025-05-18 05:42:00,2023-12-08 08:24:00,5,42,8,33595.95,526,63.87,0.0,0.0,0.25,0.6719,Low,Chennai,38,2,1,3,6,Lost
23272,64674.93,2086.288064516129,31,2025-06-29 13:33:00,2024-05-13 09:06:00,10,0,31,64674.93,412,156.98,0.0312,0.0,0.0938,0.13613999999999998,Medium,Chennai,35,5,5,5,15,Champions
23273,4066.58,1355.5266666666666,3,2025-03-28 05:02:00,2023-09-10 19:42:00,3,93,3,4066.58,564,7.21,0.25,0.0,0.0,0.0271,Low,Chandigarh,51,1,1,1,3,Lost
23274,13692.81,1956.1157142857141,7,2025-05-25 02:11:00,2024-01-29 02:20:00,5,35,7,13692.81,481,28.47,0.0,0.0,0.7143,0.0913,High,Mumbai,47,2,1,1,4,Lost
23275,14273.560000000001,1784.1950000000002,8,2025-04-12 11:05:00,2023-11-14 00:12:00,5,78,8,14273.560000000001,515,27.72,0.0,0.0,0.375,0.0952,Low,Bangalore,21,1,1,1,3,Lost
23277,13314.919999999998,2219.153333333333,6,2025-06-18 04:17:00,2024-07-21 00:38:00,6,11,6,13314.919999999998,332,40.11,0.1429,0.0,0.4286,0.1331,Medium,Hyderabad,48,4,1,1,6,Lost
23278,22228.87,2222.8869999999997,10,2025-06-24 01:33:00,2024-03-27 10:39:00,7,5,10,22228.87,453,49.07,0.0,0.0,0.2,0.1482,Medium,Delhi,51,5,2,2,9,At Risk
23279,106711.92,2270.4663829787232,47,2025-06-28 23:31:00,2024-02-25 07:49:00,10,1,47,106711.92,489,218.22,0.1273,0.0182,0.3091,0.14208,Low,Bangalore,48,5,5,5,15,Champions
23282,56800.49,1958.6375862068965,29,2025-06-25 15:26:00,2023-09-13 13:16:00,10,4,29,56800.49,651,87.25,0.0938,0.0,0.2812,0.11556666666666666,Medium,Delhi,24,5,5,5,15,Champions
23284,46454.16,1327.2617142857143,35,2025-06-07 00:12:00,2023-11-28 20:37:00,10,22,35,46454.16,556,83.55,0.0263,0.0526,0.2105,0.116825,Medium,Kolkata,67,3,5,4,12,Loyal
23285,64064.05,2135.4683333333332,30,2025-06-07 10:50:00,2024-04-29 19:46:00,10,22,30,64064.05,403,158.97,0.0909,0.0,0.2727,0.0317,High,Mumbai,45,3,5,5,13,Champions
23286,39232.68,1868.2228571428573,21,2025-06-29 02:40:00,2024-08-25 19:51:00,9,0,21,39232.68,307,127.79,0.0,0.0,0.2857,0.12605,Low,Bangalore,39,5,4,4,13,Champions
23287,36518.32,3043.193333333333,12,2025-03-16 21:50:00,2023-09-19 15:51:00,7,105,12,36518.32,544,67.13,0.0,0.0,0.1667,0.7304,High,Hyderabad,48,1,2,3,6,Lost
23288,19229.24,1602.4366666666667,12,2025-06-21 05:30:00,2024-09-21 05:28:00,7,8,12,19229.24,273,70.44,0.0769,0.0,0.2308,0.1282,High,Chandigarh,29,4,2,2,8,At Risk
23289,26529.44,2652.944,10,2025-05-25 14:22:00,2024-06-09 03:56:00,6,35,10,26529.44,350,75.8,0.0,0.0,0.4,0.0884,Premium,Chandigarh,44,2,2,3,7,At Risk
23290,107354.96,1850.9475862068966,58,2025-06-29 13:22:00,2024-02-20 04:23:00,10,0,58,107354.96,495,216.88,0.0645,0.0,0.2419,0.10154,Medium,Mumbai,28,5,5,5,15,Champions
23291,34023.42,3780.3799999999997,9,2025-06-20 13:18:00,2024-03-22 14:18:00,6,9,9,34023.42,454,74.94,0.0,0.0,0.4444,0.4536,Medium,Kolkata,38,4,1,3,8,At Risk
23292,32343.059999999998,3234.3059999999996,10,2025-05-05 15:36:00,2023-04-04 12:22:00,6,55,10,32343.059999999998,762,42.44,0.0,0.0,0.3,0.6469,Low,Bangalore,64,2,2,3,7,At Risk
23293,93355.34,1830.496862745098,51,2025-06-22 23:08:00,2024-04-17 16:04:00,10,7,51,93355.34,431,216.6,0.0556,0.0,0.2778,0.234125,High,Delhi,71,4,5,5,14,Champions
23296,21296.12,2129.612,10,2025-05-30 20:20:00,2024-10-16 09:05:00,7,30,10,21296.12,226,94.23,0.0,0.0,0.1,0.142,High,Chandigarh,32,2,2,2,6,Lost
23297,76141.06999999999,3172.544583333333,24,2025-05-29 17:57:00,2023-10-30 09:47:00,9,31,24,76141.06999999999,577,131.96,0.0,0.0,0.2083,0.44120000000000004,High,Chennai,32,2,4,5,11,Loyal
23298,26617.94,2218.1616666666664,12,2025-03-25 10:26:00,2023-08-06 08:01:00,7,96,12,26617.94,597,44.59,0.0,0.0,0.0833,0.2662,Low,Bangalore,72,1,2,3,6,Lost
23299,16297.32,1629.732,10,2025-05-24 00:34:00,2023-09-15 16:33:00,4,36,10,16297.32,616,26.46,0.0,0.0,0.4,0.0543,Medium,Pune,54,2,2,1,5,Lost
23300,57737.49,2749.404285714286,21,2025-05-28 07:52:00,2023-12-04 06:20:00,7,32,21,57737.49,541,106.72,0.125,0.0,0.125,0.18514999999999998,High,Mumbai,51,2,4,5,11,Loyal
23301,16338.66,1361.555,12,2025-06-02 09:30:00,2024-01-11 04:51:00,8,27,12,16338.66,508,32.16,0.0,0.0,0.4167,0.1089,Low,Hyderabad,38,3,2,1,6,Lost
23302,5369.78,1342.445,4,2025-06-11 16:19:00,2024-04-04 21:31:00,4,18,4,5369.78,432,12.43,0.375,0.125,0.125,0.0107,Low,Chandigarh,54,3,1,1,5,Lost
23303,61537.9,2930.3761904761905,21,2025-05-17 08:10:00,2023-10-07 07:19:00,8,43,21,61537.9,588,104.66,0.0455,0.0,0.2273,0.49735,Premium,Pune,72,2,4,5,11,Loyal
23304,32531.600000000002,1414.417391304348,23,2025-06-28 11:20:00,2023-08-27 08:52:00,8,1,23,32531.600000000002,671,48.48,0.1481,0.0,0.3333,0.05635,High,Delhi,32,5,4,3,12,Loyal
23305,29164.82,1620.2677777777778,18,2025-05-14 01:05:00,2023-10-04 20:16:00,8,46,18,29164.82,587,49.68,0.0526,0.0,0.3158,0.0972,High,Kolkata,62,2,3,3,8,At Risk
23306,58073.55,3226.3083333333334,18,2025-06-23 20:41:00,2024-10-06 04:15:00,9,6,18,58073.55,260,223.36,0.0526,0.0,0.2632,0.3872,Medium,Delhi,41,5,3,5,13,Champions
23307,46287.95,2012.5195652173911,23,2025-05-14 19:54:00,2024-04-08 16:00:00,9,46,23,46287.95,401,115.43,0.0,0.0,0.3043,0.24780000000000002,Premium,Pune,38,2,4,4,10,Loyal
23308,46255.14,1651.9692857142857,28,2025-06-11 03:19:00,2023-07-03 02:45:00,9,18,28,46255.14,709,65.24,0.0968,0.0,0.3871,0.09513333333333333,Medium,Hyderabad,35,3,5,4,12,Loyal
23309,23121.35,1360.0794117647058,17,2025-06-26 02:52:00,2024-02-28 23:15:00,8,3,17,23121.35,483,47.87,0.0,0.0,0.2353,0.2312,Medium,Chandigarh,67,5,3,2,10,Loyal
23310,35143.86,2067.2858823529414,17,2025-05-23 08:10:00,2023-07-02 01:09:00,8,37,17,35143.86,691,50.86,0.0556,0.0,0.2222,0.20895,Low,Pune,32,2,3,3,8,At Risk
23311,47464.17,2260.1985714285715,21,2025-04-21 09:00:00,2023-04-29 04:03:00,9,69,21,47464.17,723,65.65,0.0,0.0455,0.1364,0.26015,Low,Chennai,42,1,4,4,9,At Risk
23312,70680.46,1860.012105263158,38,2025-06-22 16:44:00,2024-09-04 03:13:00,10,7,38,70680.46,291,242.89,0.0256,0.0,0.2564,0.15086666666666668,Medium,Bangalore,70,4,5,5,14,Champions
23313,13877.02,1541.891111111111,9,2025-06-06 13:47:00,2024-08-25 19:27:00,7,23,9,13877.02,284,48.86,0.0,0.0,0.1111,0.0463,Premium,Delhi,46,3,1,1,5,Lost
23316,26474.519999999997,2406.774545454545,11,2025-06-10 18:11:00,2024-09-23 18:01:00,7,19,11,26474.519999999997,260,101.83,0.0,0.0,0.2727,0.13240000000000002,Low,Pune,23,3,2,3,8,At Risk
23317,22557.23,1879.7691666666667,12,2025-06-28 05:50:00,2023-11-01 01:12:00,7,1,12,22557.23,605,37.28,0.0,0.0,0.3333,0.3008,Low,Pune,69,5,2,2,9,At Risk
23318,9526.470000000001,1058.496666666667,9,2025-05-03 03:27:00,2024-05-08 20:38:00,6,57,9,9526.470000000001,359,26.54,0.0,0.0,0.3333,0.0191,Low,Mumbai,40,2,1,1,4,Lost
23319,67737.5,1992.2794117647059,34,2025-06-22 20:52:00,2024-04-06 03:17:00,10,7,34,67737.5,442,153.25,0.0556,0.0,0.25,0.16483333333333336,Medium,Hyderabad,55,4,5,5,14,Champions
23322,24309.98,2025.8316666666667,12,2025-06-20 16:34:00,2023-11-29 05:58:00,6,9,12,24309.98,569,42.72,0.0,0.0,0.1667,0.081,Medium,Pune,36,4,2,2,8,At Risk
23323,9154.39,1307.77,7,2025-06-22 20:03:00,2023-05-09 08:48:00,6,7,7,9154.39,775,11.81,0.0,0.125,0.25,0.0305,Low,Kolkata,25,4,1,1,6,Lost
23324,16064.849999999999,2294.9785714285713,7,2025-04-19 23:31:00,2023-11-11 04:39:00,5,71,7,16064.849999999999,525,30.6,0.0,0.0,0.4286,0.3213,Low,Pune,29,1,1,1,3,Lost
23325,50577.24,1580.53875,32,2025-06-24 14:57:00,2024-05-02 13:20:00,10,5,32,50577.24,418,121.0,0.0303,0.0,0.2424,0.11873333333333334,Medium,Chennai,21,5,5,4,14,Champions
23326,54325.46,2716.273,20,2025-06-27 22:31:00,2024-06-24 15:04:00,9,2,20,54325.46,368,147.62,0.0,0.0,0.15,0.4078,High,Chandigarh,21,5,4,4,13,Champions
23327,9737.22,1622.87,6,2025-06-02 11:44:00,2024-03-08 09:15:00,5,27,6,9737.22,451,21.59,0.1,0.3,0.3,0.0974,Low,Bangalore,42,3,1,1,5,Lost
23328,56354.69,2561.5768181818185,22,2025-06-13 18:27:00,2023-08-18 13:53:00,7,16,22,56354.69,665,84.74,0.2143,0.0,0.3571,0.10155,Low,Delhi,66,3,4,5,12,Loyal
23329,31765.36,2887.76,11,2025-01-15 22:20:00,2023-12-26 07:18:00,7,165,11,31765.36,386,82.29,0.1429,0.0714,0.0,0.4235,High,Bangalore,40,1,2,3,6,Lost
23330,18341.59,1834.159,10,2025-05-23 01:39:00,2023-12-13 23:25:00,6,37,10,18341.59,526,34.87,0.0,0.0,0.3,0.2446,Medium,Kolkata,60,2,2,2,6,Lost
23332,17624.13,2203.01625,8,2024-09-29 19:49:00,2023-07-06 15:06:00,7,273,8,17624.13,451,39.08,0.0,0.0,0.25,0.0352,Low,Bangalore,55,1,1,2,4,Lost
23333,15869.98,1586.998,10,2025-05-27 13:54:00,2024-10-01 13:47:00,3,33,10,15869.98,238,66.68,0.0,0.0909,0.0909,0.2116,Low,Chennai,48,2,2,1,5,Lost
23334,14917.050000000001,1491.7050000000002,10,2025-06-28 19:44:00,2024-04-28 10:58:00,7,1,10,14917.050000000001,426,35.02,0.0,0.0,0.4,0.2983,High,Hyderabad,60,5,2,1,8,At Risk
23335,8697.54,2174.385,4,2025-04-24 11:53:00,2025-01-31 17:20:00,4,66,4,8697.54,82,106.07,0.0,0.0,0.25,0.058,Medium,Bangalore,57,1,1,1,3,Lost
23336,14324.949999999999,1591.661111111111,9,2025-04-04 01:34:00,2024-04-06 09:09:00,6,86,9,14324.949999999999,362,39.57,0.0,0.0,0.4444,0.0955,Medium,Kolkata,66,1,1,1,3,Lost
23338,46185.15,1776.3519230769232,26,2025-06-25 09:35:00,2023-07-19 07:18:00,10,4,26,46185.15,707,65.33,0.0,0.0,0.1154,0.31525000000000003,High,Mumbai,33,5,4,4,13,Champions
23339,99794.7,2697.154054054054,37,2025-06-25 12:58:00,2023-06-21 09:08:00,10,4,37,99794.7,735,135.78,0.0,0.0,0.4324,0.29613333333333336,Low,Hyderabad,22,5,5,5,15,Champions
23340,62685.6,1741.2666666666667,36,2025-05-30 16:33:00,2023-10-02 05:36:00,10,30,36,62685.6,606,103.44,0.027,0.0,0.1351,0.13986666666666667,Premium,Hyderabad,63,2,5,5,12,Loyal
23341,120250.69,2268.8809433962265,53,2025-06-16 10:53:00,2024-09-26 13:38:00,10,13,53,120250.69,262,458.97,0.0182,0.0182,0.3273,0.16962,Medium,Chennai,29,4,5,5,14,Champions
23345,43637.08,2296.688421052632,19,2025-06-26 05:22:00,2023-10-05 10:09:00,9,3,19,43637.08,629,69.38,0.0,0.0,0.1053,0.11945,High,Pune,36,5,3,4,12,Loyal
23346,30205.47,2013.698,15,2025-05-03 09:42:00,2024-09-03 22:41:00,7,57,15,30205.47,241,125.33,0.0625,0.0,0.5,0.0489,Premium,Pune,50,2,3,3,8,At Risk
23347,19399.550000000003,3233.2583333333337,6,2025-04-16 21:46:00,2024-05-17 00:08:00,3,74,6,19399.550000000003,334,58.08,0.1429,0.0,0.2857,0.0647,Low,Mumbai,44,1,1,2,4,Lost
23349,26744.77,1782.9846666666667,15,2025-06-13 01:53:00,2024-04-06 10:47:00,8,16,15,26744.77,432,61.91,0.1667,0.0,0.2778,0.04,Medium,Bangalore,65,3,3,3,9,At Risk
23350,36710.6,1668.6636363636362,22,2025-06-24 01:24:00,2024-09-04 18:29:00,9,5,22,36710.6,292,125.72,0.0435,0.0,0.3043,0.15105,Premium,Mumbai,46,5,4,3,12,Loyal
23351,38727.25,2151.5138888888887,18,2025-06-24 12:56:00,2023-05-29 00:12:00,9,5,18,38727.25,757,51.16,0.1,0.0,0.3,0.08135,Low,Pune,43,5,3,4,12,Loyal
23352,25530.71,2553.071,10,2025-02-09 00:05:00,2023-06-26 05:30:00,7,140,10,25530.71,593,43.05,0.0,0.0,0.4,0.0511,High,Mumbai,41,1,2,2,5,Lost
23353,24323.94,1621.596,15,2025-06-09 05:25:00,2024-03-29 06:41:00,8,20,15,24323.94,436,55.79,0.0625,0.0,0.25,0.0844,Premium,Kolkata,58,3,3,2,8,At Risk
23354,51342.55,2053.702,25,2025-06-27 07:02:00,2023-08-15 20:15:00,10,2,25,51342.55,681,75.39,0.0385,0.0,0.1154,0.18635,Medium,Kolkata,58,5,4,4,13,Champions
23355,15544.810000000001,1727.2011111111112,9,2025-05-25 06:07:00,2024-03-15 01:18:00,5,35,9,15544.810000000001,436,35.65,0.0,0.0,0.2222,0.2073,Medium,Delhi,33,2,1,1,4,Lost
23356,48837.71,1953.5084,25,2025-04-29 12:34:00,2023-08-25 16:47:00,10,61,25,48837.71,612,79.8,0.0,0.0,0.2,0.2506,Medium,Hyderabad,37,1,4,4,9,At Risk
23357,56979.369999999995,2034.9774999999997,28,2025-06-27 00:09:00,2024-09-26 16:41:00,9,2,28,56979.369999999995,273,208.72,0.0,0.0,0.1786,0.14833333333333334,Low,Chandigarh,59,5,5,5,15,Champions
23359,63726.42,1931.1036363636363,33,2025-06-14 00:52:00,2024-01-20 05:33:00,10,15,33,63726.42,510,124.95,0.0571,0.0,0.3429,0.18683333333333332,Medium,Delhi,60,3,5,5,13,Champions
23360,18515.05,2314.38125,8,2025-05-22 08:52:00,2023-04-12 16:22:00,5,38,8,18515.05,770,24.05,0.0,0.0,0.375,0.2469,Low,Hyderabad,18,2,1,2,5,Lost
23361,59852.01,2992.6005,20,2025-06-27 01:20:00,2023-08-08 05:30:00,9,2,20,59852.01,688,86.99,0.0476,0.0,0.3333,0.1216,Premium,Chennai,69,5,4,5,14,Champions
23363,41686.86,1389.5620000000001,30,2025-06-27 02:13:00,2024-03-16 08:47:00,10,2,30,41686.86,467,89.27,0.0,0.0,0.3,0.16605,High,Bangalore,69,5,5,4,14,Champions
23365,24538.38,1752.7414285714287,14,2025-01-31 05:28:00,2024-01-11 14:53:00,8,149,14,24538.38,385,63.74,0.0,0.0,0.0714,0.0818,Medium,Delhi,50,1,3,2,6,Lost
23366,20925.54,2092.554,10,2025-06-21 06:09:00,2024-05-26 08:37:00,8,8,10,20925.54,390,53.66,0.0,0.0,0.3,0.279,Premium,Mumbai,53,4,2,2,8,At Risk
