customer_id,income_band,city,age,total_spend,avg_ticket_size,txn_count,decline_rate,dispute_rate,late_night_ratio,avg_utilisation,spend_velocity,merchant_diversity,RFM_score,rfm_segment,rule_risk_score,anomaly_flag,final_risk_score,risk_tier
20298,Medium,Bangalore,62,40848.98,1856.7718181818184,22,0.0833,0.0,0.375,0.09905,128.05,9,12,Loyal,20,0,15.69,Low Risk
20299,Premium,Pune,33,9810.07,981.007,10,0.0909,0.0,0.0909,0.0981,29.82,7,5,Lost,10,0,14.51,Low Risk
20300,Medium,Delhi,63,21939.15,1462.61,15,0.0625,0.0,0.375,0.2194,61.8,9,6,Lost,25,0,18.87,Low Risk
20301,Low,Mumbai,40,23520.1,1809.2384615384613,13,0.0667,0.0667,0.2667,0.0617999999999999,83.11,8,6,Lost,27,0,23.69,Low Risk
20302,Low,Hyderabad,57,7375.33,1229.2216666666666,6,0.0,0.0,0.3333,0.0492,12.4,5,6,Lost,25,0,22.84,Low Risk
20303,Low,Hyderabad,56,31574.23,3508.2477777777776,9,0.0,0.0,0.2222,0.6315,65.24,6,5,Lost,28,0,35.17,Low Risk
20304,Medium,Kolkata,28,21777.77,1675.2130769230769,13,0.0714,0.0,0.5,0.2178,31.16,6,9,At Risk,20,0,19.36,Low Risk
20305,High,Chandigarh,34,42911.26,2681.95375,16,0.0,0.0,0.3125,0.1727,85.14,9,8,At Risk,20,0,15.04,Low Risk
20306,High,Delhi,28,31183.29,2834.8445454545454,11,0.0,0.0,0.0909,0.3118,76.43,8,8,At Risk,0,0,6.99,Low Risk
20308,High,Hyderabad,47,29340.52,1956.034666666667,15,0.0,0.0625,0.3125,0.2934,75.23,8,9,At Risk,32,0,26.89,Low Risk
20309,Medium,Chennai,29,20690.02,2586.2525,8,0.0,0.0,0.0,0.2069,33.64,8,6,Lost,5,0,11.74,Low Risk
20310,High,Hyderabad,58,84224.04,2105.601,40,0.0444,0.0667,0.3111,0.0312,174.38,10,15,Champions,32,0,30.58,Low Risk
20312,Medium,Chandigarh,19,64014.0,2064.967741935484,31,0.0312,0.0,0.3125,0.1159,133.36,10,15,Champions,20,0,14.13,Low Risk
20313,Premium,Pune,26,55177.33,2508.060454545455,22,0.0435,0.0,0.0,0.1375,88.14,7,11,Loyal,0,0,9.57,Low Risk
20314,Medium,Hyderabad,49,38102.05,1731.9113636363638,22,0.0435,0.0,0.2609,0.11555,69.53,9,9,At Risk,10,0,7.1,Low Risk
20319,Low,Pune,67,16421.31,1492.8463636363638,11,0.0,0.0,0.4545,0.219,37.84,7,4,Lost,30,0,23.52,Low Risk
20320,High,Chennai,36,31358.71,1844.63,17,0.0,0.0,0.1176,0.0418,78.2,7,10,Loyal,0,0,3.56,Low Risk
20321,Low,Mumbai,70,21415.92,1338.495,16,0.0,0.0,0.0625,0.0714,52.62,7,6,Lost,5,0,9.54,Low Risk
20322,Medium,Bangalore,75,47009.27,1741.084074074074,27,0.0,0.0,0.3333,0.1344333333333333,105.64,8,12,Loyal,20,0,13.82,Low Risk
20323,Medium,Hyderabad,32,48025.12,1715.1828571428573,28,0.0,0.0,0.2857,0.16005,66.98,10,11,Loyal,10,0,7.9,Low Risk
20324,Medium,Chandigarh,37,27722.94,1980.21,14,0.0,0.0667,0.1333,0.2772,42.78,8,9,At Risk,12,0,16.82,Low Risk
20325,Low,Bangalore,26,19890.18,1657.515,12,0.0,0.0,0.4167,0.1326,42.68,7,8,At Risk,20,0,15.52,Low Risk
20326,Low,Delhi,19,16959.28,1211.3771428571429,14,0.125,0.0,0.1875,0.0848,41.87,9,9,At Risk,25,0,21.93,Low Risk
20327,Medium,Pune,47,6489.639999999999,927.0914285714284,7,0.125,0.0,0.375,0.0649,14.05,5,6,Lost,40,0,35.56,Low Risk
20331,Medium,Delhi,24,10627.87,1062.7869999999998,10,0.0909,0.0,0.0909,0.0709,24.43,7,6,Lost,5,0,11.92,Low Risk
20332,Low,Chennai,31,41350.96,2067.548,20,0.0476,0.0,0.381,0.03325,128.42,9,13,Champions,20,0,16.45,Low Risk
20333,Low,Hyderabad,69,20235.6,1686.3,12,0.2,0.0,0.2,0.027,73.85,7,7,At Risk,30,0,27.53,Low Risk
20334,Low,Pune,30,43613.29,3964.844545454546,11,0.0,0.0,0.2727,0.1454,94.81,7,10,Loyal,10,0,18.58,Low Risk
20336,Low,Bangalore,43,80844.26,1924.8633333333328,42,0.0455,0.0,0.3182,0.10935,142.33,10,13,Champions,20,0,14.25,Low Risk
20337,Medium,Hyderabad,30,35317.63,1765.8815,20,0.0476,0.0,0.1905,0.1413333333333333,84.29,9,8,At Risk,10,0,6.97,Low Risk
20338,Medium,Pune,49,50878.65,2422.792857142857,21,0.0435,0.0435,0.1739,0.39485,152.79,8,10,Loyal,10,0,15.63,Low Risk
20339,Low,Bangalore,64,23110.77,1925.8975,12,0.0,0.0,0.3333,0.1541,41.49,8,7,At Risk,25,0,16.23,Low Risk
20340,High,Hyderabad,65,37904.59,1994.978421052632,19,0.05,0.0,0.15,0.2784,62.24,9,8,At Risk,0,0,3.03,Low Risk
20342,Medium,Chandigarh,75,10413.36,1487.6228571428571,7,0.0,0.0,0.0,0.2083,44.12,5,4,Lost,10,0,16.13,Low Risk
20343,Premium,Delhi,36,48635.8,2210.718181818182,22,0.0,0.0435,0.1739,0.20125,91.08,9,12,Loyal,10,0,10.8,Low Risk
20344,Low,Bangalore,65,27534.97,1529.7205555555556,18,0.0,0.0,0.1111,0.0367,77.35,7,11,Loyal,0,0,5.6,Low Risk
20345,High,Pune,68,54214.83,1748.865483870968,31,0.0882,0.0,0.1471,0.04385,112.95,10,12,Loyal,0,0,6.7,Low Risk
20346,Medium,Delhi,34,54420.12,1876.5558620689656,29,0.0606,0.0606,0.2727,0.076,81.22,9,13,Champions,22,0,19.71,Low Risk
20347,Medium,Bangalore,21,52875.45,2115.018,25,0.1471,0.1176,0.1471,0.0309666666666666,77.08,9,13,Champions,40,0,42.13,Medium Risk
20348,Premium,Bangalore,63,28891.32,2626.4836363636364,11,0.0,0.0,0.6364,0.0385,51.96,8,7,At Risk,25,0,27.76,Low Risk
20349,Premium,Mumbai,23,25471.61,2122.6341666666667,12,0.0,0.0,0.1667,0.1274,39.92,8,7,At Risk,15,0,10.66,Low Risk
20350,Low,Delhi,54,8826.68,1471.1133333333337,6,0.0,0.0,0.3333,0.1177,24.72,4,3,Lost,30,0,24.76,Low Risk
20351,Low,Mumbai,46,46540.58,2908.78625,16,0.0,0.0,0.25,0.4654,106.01,7,12,Loyal,10,0,15.45,Low Risk
20353,Medium,Bangalore,60,21710.68,2412.297777777778,9,0.0,0.1818,0.1818,0.1447,65.59,5,8,At Risk,35,1,41.17,Medium Risk
20356,Premium,Kolkata,43,56318.53,2252.7412,25,0.0,0.0,0.24,0.1775499999999999,149.78,9,13,Champions,10,0,8.79,Low Risk
20357,Medium,Chandigarh,58,8635.369999999999,959.4855555555556,9,0.0,0.0,0.1111,0.0864,17.59,8,3,Lost,10,0,14.97,Low Risk
20358,Medium,Bangalore,54,3435.9,858.975,4,0.0,0.0,0.25,0.0344,10.51,4,3,Lost,20,0,25.6,Low Risk
20359,High,Mumbai,51,39421.64,2628.1093333333333,15,0.0625,0.0,0.125,0.07995,117.68,8,10,Loyal,0,0,5.88,Low Risk
20360,High,Chennai,60,67873.72,1996.2858823529407,34,0.0,0.0556,0.1389,0.0873666666666666,97.38,10,15,Champions,12,0,15.71,Low Risk
20361,Low,Hyderabad,24,22865.02,1429.06375,16,0.0588,0.0,0.2353,0.4573,34.49,8,8,At Risk,10,0,15.0,Low Risk
20363,High,Chennai,20,21405.28,1528.9485714285713,14,0.0667,0.0,0.3333,0.0714,52.21,8,7,At Risk,25,0,17.6,Low Risk
20364,Low,Delhi,53,11912.35,1323.5944444444442,9,0.1818,0.0,0.1818,0.0596,30.39,6,4,Lost,35,0,30.07,Low Risk
20365,Medium,Mumbai,61,66991.97,2161.031290322581,31,0.0606,0.0,0.2121,0.1984,162.21,10,15,Champions,10,0,9.94,Low Risk
20366,Low,Hyderabad,26,9457.79,859.799090909091,11,0.1538,0.0,0.2308,0.1261,14.44,8,4,Lost,35,0,33.32,Low Risk
20368,Low,Kolkata,37,26345.81,2395.073636363636,11,0.0,0.0,0.1818,0.1317,81.57,8,8,At Risk,10,0,7.08,Low Risk
20369,Premium,Mumbai,63,22378.81,2797.35125,8,0.2,0.0,0.3,0.1119,49.4,7,5,Lost,35,0,30.48,Low Risk
20370,Medium,Hyderabad,43,43953.46,1690.5176923076922,26,0.0714,0.0,0.2143,0.18835,62.79,10,13,Champions,10,0,8.32,Low Risk
20371,Premium,Mumbai,56,56900.94,1778.154375,32,0.0,0.0,0.3125,0.2315499999999999,83.55,10,13,Champions,20,0,14.87,Low Risk
20372,High,Hyderabad,74,69762.79000000001,2325.426333333334,30,0.0323,0.0,0.129,0.3121666666666666,128.01,9,14,Champions,0,0,4.7,Low Risk
20373,Medium,Bangalore,47,17170.55,3434.11,5,0.0,0.0,0.2,0.0343,80.99,2,4,Lost,20,1,31.73,Low Risk
20375,High,Hyderabad,19,318.92,318.92,1,0.0,0.0,0.0,0.0032,318.92,1,3,Lost,10,1,35.55,Low Risk
20376,Low,Chandigarh,65,15904.39,2272.055714285714,7,0.0,0.0,0.2857,0.3181,31.37,6,6,Lost,15,0,14.48,Low Risk
20377,Low,Pune,61,7197.38,1799.345,4,0.0,0.0,0.5,0.024,19.3,2,3,Lost,30,0,35.98,Low Risk
20378,High,Delhi,37,56427.45,2351.14375,24,0.04,0.0,0.32,0.18045,80.27,10,12,Loyal,20,0,14.1,Low Risk
20380,Premium,Chandigarh,31,32914.36,1134.9779310344827,29,0.0645,0.0,0.3226,0.1032,55.69,9,12,Loyal,20,0,17.94,Low Risk
20381,High,Hyderabad,56,88119.27,1798.3524489795918,49,0.0714,0.0536,0.3036,0.16165,118.12,10,12,Loyal,32,0,25.52,Low Risk
20382,Low,Kolkata,43,69457.7,2104.778787878788,33,0.1081,0.0,0.2973,0.1564666666666666,131.05,10,15,Champions,25,0,18.98,Low Risk
20383,Low,Pune,29,34530.15,1151.005,30,0.0,0.0625,0.3125,0.1377333333333333,76.56,9,12,Loyal,32,0,29.46,Low Risk
20385,Low,Delhi,19,20129.32,1677.4433333333334,12,0.0,0.0,0.3333,0.0268,34.53,8,5,Lost,30,0,21.28,Low Risk
20386,Medium,Delhi,65,11266.79,1024.2536363636364,11,0.0,0.0,0.2727,0.0563,21.46,6,4,Lost,20,0,17.87,Low Risk
20387,Low,Hyderabad,22,16080.82,2010.1025,8,0.1111,0.0,0.1111,0.3216,31.29,6,3,Lost,25,0,24.5,Low Risk
20388,High,Bangalore,46,24214.44,2690.4933333333333,9,0.1,0.0,0.2,0.2421,42.11,8,5,Lost,20,0,17.24,Low Risk
20389,High,Mumbai,25,23186.74,2576.3044444444445,9,0.1,0.0,0.3,0.1546,107.85,7,7,At Risk,15,0,15.0,Low Risk
20391,Medium,Delhi,40,24686.64,2057.22,12,0.0,0.0,0.1667,0.1646,60.66,7,6,Lost,15,0,10.15,Low Risk
20393,Low,Chennai,23,24314.78,1736.77,14,0.0,0.0,0.2857,0.3242,72.8,9,9,At Risk,10,0,8.95,Low Risk
20394,High,Mumbai,41,3530.6,706.12,5,0.0,0.0,0.0,0.0471,13.85,4,3,Lost,10,0,22.71,Low Risk
20395,Low,Mumbai,41,34814.35,1513.6673913043478,23,0.08,0.0,0.28,0.1067,144.46,9,11,Loyal,10,0,10.86,Low Risk
20396,Medium,Mumbai,44,35734.59,1374.4073076923075,26,0.069,0.0345,0.1724,0.1837666666666666,98.44,9,9,At Risk,10,0,14.49,Low Risk
20397,Medium,Delhi,34,84252.34,2340.342777777778,36,0.0,0.0,0.2222,0.2478333333333333,134.37,10,12,Loyal,10,0,9.67,Low Risk
20398,High,Chennai,32,8838.64,982.071111111111,9,0.0,0.0,0.3333,0.0442,14.93,5,4,Lost,30,0,26.54,Low Risk
20399,Low,Kolkata,73,23380.49,1230.5521052631575,19,0.05,0.0,0.1,0.10255,62.35,9,7,At Risk,5,0,10.22,Low Risk
20401,Medium,Mumbai,44,13851.88,1731.485,8,0.0,0.0,0.5,0.1385,51.49,7,3,Lost,30,0,23.12,Low Risk
20402,Medium,Pune,66,26428.32,1321.416,20,0.0,0.0476,0.381,0.0135666666666666,41.17,8,9,At Risk,20,0,21.86,Low Risk
20405,Medium,Chennai,57,51702.18,1846.5064285714288,28,0.0345,0.0,0.2414,0.4397,173.5,9,14,Champions,10,0,14.61,Low Risk
20407,Medium,Mumbai,59,22725.36,2065.9418181818182,11,0.0,0.0,0.2727,0.1515,53.85,6,5,Lost,20,0,13.81,Low Risk
20408,Medium,Delhi,59,50492.14,2404.387619047619,21,0.125,0.0,0.2083,0.3828,68.23,9,12,Loyal,25,0,21.8,Low Risk
20412,High,Hyderabad,37,29333.67,2256.436153846153,13,0.0,0.0,0.1538,0.0978,58.9,6,7,At Risk,15,0,11.61,Low Risk
20413,Low,Mumbai,30,73161.28,2217.008484848485,33,0.0286,0.0286,0.2286,0.0897,182.9,10,14,Champions,10,0,14.27,Low Risk
20414,Medium,Chennai,41,120846.66,2280.1256603773586,53,0.0678,0.0339,0.339,0.17714,172.89,10,12,Loyal,20,0,20.73,Low Risk
20415,Low,Hyderabad,73,70740.19,1965.0052777777776,36,0.0,0.0,0.2778,0.2183333333333333,124.76,10,13,Champions,10,0,9.12,Low Risk
20416,Low,Pune,46,96781.22,2688.367222222222,36,0.0,0.0,0.1944,0.2140999999999999,313.21,10,13,Champions,10,0,21.89,Low Risk
20418,Medium,Kolkata,63,10352.23,1725.371666666667,6,0.4,0.0,0.5,0.138,43.5,4,3,Lost,60,1,56.75,Medium Risk
20419,Medium,Pune,24,58483.31,2249.3580769230766,26,0.0,0.0,0.3462,0.18,156.79,10,12,Loyal,20,0,16.46,Low Risk
20421,Low,Bangalore,68,94698.67,1753.6790740740742,54,0.0,0.0,0.2778,0.2398,219.72,10,15,Champions,10,0,14.07,Low Risk
20422,Low,Delhi,47,58793.76,2261.2984615384617,26,0.0357,0.0357,0.2857,0.2684333333333333,72.41,9,12,Loyal,10,0,11.11,Low Risk
20423,Medium,Bangalore,35,26652.13,1567.7723529411762,17,0.0556,0.0,0.3333,0.1333,52.99,9,10,Loyal,20,0,14.92,Low Risk
20424,Low,Mumbai,64,65438.170000000006,1521.8179069767443,43,0.0444,0.0,0.2222,0.197925,89.52,10,13,Champions,10,0,8.76,Low Risk
20425,Medium,Chennai,21,16254.0,2709.0,6,0.1429,0.0,0.2857,0.1084,61.11,5,4,Lost,35,0,30.04,Low Risk
20426,Low,Bangalore,67,56541.77,2827.0885000000003,20,0.0,0.0,0.3,0.18845,165.33,9,14,Champions,10,0,11.9,Low Risk
20427,Premium,Delhi,22,14158.86,1179.905,12,0.0,0.0769,0.1538,0.2832,24.88,8,6,Lost,27,0,30.0,Low Risk
20428,Medium,Pune,21,23796.95,1586.4633333333331,15,0.0625,0.0,0.375,0.1364,101.26,8,7,At Risk,25,0,17.94,Low Risk
20429,Medium,Kolkata,47,54353.18,1941.185,28,0.0667,0.0,0.2333,0.0550499999999999,88.52,9,13,Champions,10,0,8.27,Low Risk
20430,Medium,Chandigarh,22,21796.09,1816.340833333333,12,0.0,0.0,0.5,0.2906,41.12,7,5,Lost,30,0,23.87,Low Risk
20431,Low,Chennai,59,28063.74,2338.645,12,0.0,0.0,0.3333,0.0374,57.98,8,9,At Risk,20,0,14.41,Low Risk
20432,Medium,Hyderabad,45,13460.05,1922.8642857142856,7,0.125,0.0,0.125,0.0269,25.98,7,3,Lost,25,0,23.08,Low Risk
20433,Medium,Chandigarh,60,30375.34,2761.3945454545456,11,0.0,0.0,0.1818,0.405,45.54,7,9,At Risk,10,0,12.52,Low Risk
20434,High,Bangalore,63,23347.72,2594.1911111111112,9,0.0,0.1,0.2,0.1557,68.27,8,4,Lost,32,0,30.06,Low Risk
20435,Premium,Chandigarh,63,55497.72,2219.9088,25,0.0385,0.0,0.3462,0.1115999999999999,108.39,9,14,Champions,20,0,13.6,Low Risk
20437,High,Chandigarh,67,33816.33,2254.422,15,0.0588,0.0588,0.1765,0.10135,104.37,9,10,Loyal,22,0,19.61,Low Risk
20439,Low,Hyderabad,47,21733.62,2173.362,10,0.0,0.0,0.3,0.1087,55.02,7,5,Lost,20,0,13.5,Low Risk
20440,Medium,Chennai,25,29631.73,1851.983125,16,0.0,0.0,0.375,0.1041,50.48,6,7,At Risk,25,0,17.11,Low Risk
20441,High,Delhi,60,36081.05,1640.0477272727271,22,0.0417,0.0417,0.0833,0.29185,80.72,7,10,Loyal,0,0,10.66,Low Risk
20442,Low,Mumbai,58,15813.81,1581.381,10,0.0,0.0,0.6,0.1581,72.21,6,7,At Risk,25,0,25.98,Low Risk
20443,High,Hyderabad,25,19949.79,1424.985,14,0.0,0.0,0.1429,0.0824,57.49,7,10,Loyal,0,0,3.21,Low Risk
20444,Medium,Hyderabad,64,8668.09,1238.2985714285714,7,0.1111,0.1111,0.2222,0.0578,42.91,6,3,Lost,60,0,50.53,Medium Risk
20445,Medium,Pune,57,74920.08,1971.581052631579,38,0.025,0.025,0.3,0.1414,98.19,10,14,Champions,10,0,10.71,Low Risk
20447,Medium,Kolkata,53,31291.56,1955.7225,16,0.0,0.0,0.3125,0.0683,54.04,9,11,Loyal,20,0,13.75,Low Risk
20448,High,Chennai,67,31690.23,1864.131176470588,17,0.1,0.05,0.2,0.0804,47.16,7,10,Loyal,10,0,13.09,Low Risk
20453,Medium,Delhi,19,25602.63,1422.368333333333,18,0.0526,0.0,0.2105,0.04,49.62,9,7,At Risk,15,0,14.16,Low Risk
20454,Premium,Chandigarh,30,23229.98,2111.816363636364,11,0.0,0.0,0.1818,0.2323,55.31,6,5,Lost,20,0,14.81,Low Risk
20455,Low,Pune,69,99695.67,2769.3241666666668,36,0.075,0.025,0.275,0.1333,251.12,10,15,Champions,10,0,22.36,Low Risk
20456,Medium,Kolkata,67,8736.74,1248.1057142857142,7,0.125,0.0,0.0,0.0175,33.86,6,6,Lost,20,0,26.05,Low Risk
20457,Low,Hyderabad,22,33155.11,2072.194375,16,0.1111,0.0,0.2778,0.03995,84.15,7,8,At Risk,25,0,19.74,Low Risk
20458,Medium,Mumbai,74,43887.25,1828.6354166666667,24,0.0,0.0,0.2083,0.36615,102.3,7,13,Champions,10,0,10.24,Low Risk
20459,High,Kolkata,30,105849.89,2301.084565217391,46,0.0213,0.0,0.1915,0.256875,212.12,10,15,Champions,10,0,13.41,Low Risk
20460,Medium,Kolkata,46,32552.62,1713.2957894736842,19,0.05,0.0,0.35,0.0409,90.93,8,9,At Risk,20,0,15.48,Low Risk
20462,High,Hyderabad,25,15075.98,1370.5436363636363,11,0.0833,0.0,0.1667,0.0754,55.84,7,4,Lost,20,0,16.12,Low Risk
20463,Medium,Kolkata,40,4636.12,772.6866666666666,6,0.0,0.0,0.5,0.0927,10.33,5,3,Lost,30,0,32.08,Low Risk
20464,High,Kolkata,34,23163.35,2573.7055555555557,9,0.0,0.0,0.1111,0.1158,70.19,5,8,At Risk,0,0,6.96,Low Risk
20467,High,Chandigarh,44,33133.01,1577.7623809523811,21,0.0455,0.0,0.2727,0.1187,136.91,9,12,Loyal,10,0,9.2,Low Risk
20468,High,Chandigarh,54,27904.26,1641.4270588235297,17,0.0556,0.0,0.2778,0.0774499999999999,77.3,9,9,At Risk,10,0,8.05,Low Risk
20469,Medium,Pune,24,39597.37,2474.835625,16,0.1053,0.0526,0.3684,0.23995,87.99,9,11,Loyal,47,0,35.81,Low Risk
20470,Medium,Kolkata,59,155328.41,2773.721607142857,56,0.0508,0.0,0.322,0.2706199999999999,298.14,10,15,Champions,20,0,28.28,Low Risk
20471,Low,Chandigarh,24,52737.96,2109.5184,25,0.0,0.0,0.16,0.2133,90.93,9,13,Champions,10,0,8.19,Low Risk
20472,Medium,Bangalore,53,27277.53,1818.502,15,0.0526,0.1579,0.2632,0.1167999999999999,50.14,8,7,At Risk,40,0,39.79,Low Risk
20473,Medium,Chandigarh,29,8067.26,1344.5433333333333,6,0.0,0.1429,0.2857,0.02035,25.05,5,3,Lost,45,0,45.43,Medium Risk
20474,Medium,Bangalore,69,41138.29,1869.922272727273,22,0.0,0.0,0.1364,0.23215,94.14,10,9,At Risk,0,0,3.88,Low Risk
20475,Low,Mumbai,36,4161.05,832.21,5,0.0,0.0,0.2,0.0139,6.8,4,5,Lost,20,0,27.65,Low Risk
20476,Low,Chandigarh,18,21725.7,1551.8357142857144,14,0.0667,0.0,0.1333,0.03725,33.53,7,7,At Risk,5,0,7.86,Low Risk
20477,High,Pune,23,33940.53,2121.283125,16,0.1579,0.0,0.1579,0.1697,71.01,7,8,At Risk,25,0,20.79,Low Risk
20479,Low,Hyderabad,73,11847.66,1184.766,10,0.0,0.0,0.3,0.158,20.9,6,4,Lost,20,0,17.7,Low Risk
20480,Medium,Chandigarh,34,37514.19,1786.39,21,0.0,0.0,0.1905,0.12505,61.9,8,9,At Risk,10,0,6.39,Low Risk
20481,High,Kolkata,46,18166.28,1651.4799999999998,11,0.0,0.0,0.0909,0.0801,28.84,6,6,Lost,5,0,8.15,Low Risk
20484,Low,Chandigarh,57,111732.51,1692.916818181818,66,0.0286,0.0286,0.2143,0.14876,134.46,10,13,Champions,10,0,12.06,Low Risk
20486,Medium,Pune,69,36942.27,1319.366785714286,28,0.0345,0.0,0.3448,0.1735999999999999,51.74,10,13,Champions,20,0,17.21,Low Risk
20487,Medium,Mumbai,57,62486.07,1952.6896875,32,0.0294,0.0294,0.2647,0.2210666666666666,84.9,10,13,Champions,10,0,11.28,Low Risk
20488,High,Chandigarh,36,15197.160000000002,2171.022857142857,7,0.0,0.0,0.1429,0.0304,36.98,6,4,Lost,10,0,11.24,Low Risk
20489,Medium,Delhi,44,22144.02,2013.0927272727276,11,0.1538,0.0,0.0769,0.05155,41.55,5,8,At Risk,15,0,20.61,Low Risk
20490,Medium,Hyderabad,67,44014.1,2095.909523809524,21,0.0455,0.0,0.2727,0.07895,79.59,8,13,Champions,10,0,6.8,Low Risk
20491,Premium,Mumbai,39,20268.93,1689.0775,12,0.0769,0.0,0.3846,0.1013,30.66,7,5,Lost,30,0,21.82,Low Risk
20492,Premium,Delhi,49,19691.36,1790.1236363636365,11,0.1538,0.0,0.0769,0.1313,66.08,5,9,At Risk,15,0,19.85,Low Risk
20493,Low,Delhi,67,18614.22,2326.7775,8,0.1111,0.0,0.4444,0.0931,74.76,5,6,Lost,40,0,31.96,Low Risk
20494,High,Chandigarh,26,44263.0,2766.4375,16,0.2727,0.0,0.1364,0.2632,91.45,8,12,Loyal,30,0,34.57,Low Risk
20495,Medium,Chandigarh,66,108987.83,1602.7622058823529,68,0.0423,0.0,0.1831,0.16005,217.54,10,15,Champions,10,0,14.53,Low Risk
20496,Medium,Pune,66,31947.34,1681.4389473684212,19,0.0,0.0,0.1053,0.0799,66.42,9,9,At Risk,0,0,3.47,Low Risk
20498,Medium,Kolkata,31,56656.03,1573.778611111111,36,0.0526,0.0,0.2368,0.2045333333333333,99.92,10,12,Loyal,10,0,9.28,Low Risk
20499,High,Kolkata,26,59858.84,2494.1183333333333,24,0.04,0.0,0.32,0.1352499999999999,129.01,9,14,Champions,20,0,14.34,Low Risk
20500,Medium,Chandigarh,62,57754.98,2139.0733333333333,27,0.0938,0.0625,0.25,0.21605,99.24,10,14,Champions,22,0,20.74,Low Risk
20502,High,Chennai,49,45062.380000000005,2503.465555555556,18,0.0,0.0,0.1667,0.1502,110.18,8,10,Loyal,10,0,8.83,Low Risk
20504,Low,Hyderabad,47,76238.72,2117.742222222222,36,0.027,0.0,0.2703,0.1811666666666667,257.56,8,15,Champions,10,0,16.26,Low Risk
20505,Low,Bangalore,21,43597.72,1895.5530434782609,23,0.04,0.04,0.2,0.1940333333333333,71.59,9,13,Champions,10,0,9.58,Low Risk
20506,Medium,Chandigarh,49,16773.77,1524.888181818182,11,0.0,0.0833,0.3333,0.0559,74.22,6,5,Lost,42,0,34.58,Low Risk
20507,Medium,Delhi,66,38352.4,2018.5473684210529,19,0.0,0.05,0.15,0.1918,83.92,8,8,At Risk,0,0,5.49,Low Risk
20508,High,Chandigarh,74,84712.65,1970.0616279069768,43,0.0444,0.0,0.2667,0.1226,153.46,10,13,Champions,10,0,8.99,Low Risk
20509,Low,Mumbai,67,43638.93,1745.5572,25,0.037,0.037,0.0741,0.1022333333333333,144.98,10,13,Champions,0,0,10.52,Low Risk
20510,Low,Pune,51,11277.44,1127.744,10,0.0,0.1667,0.0833,0.2255,19.02,6,7,At Risk,30,1,41.05,Medium Risk
20511,High,Mumbai,61,24580.72,1445.924705882353,17,0.0556,0.0,0.2222,0.2458,52.52,8,6,Lost,15,0,12.48,Low Risk
20513,High,Chandigarh,57,74765.41,1557.612708333333,48,0.02,0.02,0.24,0.198025,99.03,10,14,Champions,10,0,12.18,Low Risk
20514,Medium,Chennai,73,33607.79,1344.3116,25,0.0,0.0,0.12,0.1002333333333333,43.59,9,10,Loyal,0,0,5.25,Low Risk
20516,Low,Delhi,34,23574.0,2619.333333333333,9,0.1,0.0,0.2,0.2357,32.83,6,6,Lost,15,0,15.04,Low Risk
20517,High,Delhi,75,47842.71,2174.6686363636363,22,0.0833,0.0,0.2083,0.13835,119.01,8,13,Champions,10,0,8.37,Low Risk
20518,Low,Bangalore,45,39844.23,1992.2115,20,0.0,0.0,0.35,0.2261,65.1,10,10,Loyal,20,0,14.81,Low Risk
20521,Low,Chandigarh,73,38423.83,1921.1915,20,0.0476,0.0,0.3333,0.1281,74.61,9,11,Loyal,20,0,12.69,Low Risk
20522,Medium,Pune,22,22975.17,2552.796666666667,9,0.0,0.0,0.2222,0.2298,38.55,7,4,Lost,20,0,15.16,Low Risk
20525,Medium,Bangalore,65,17851.92,1373.2246153846152,13,0.0,0.0,0.3077,0.119,27.76,7,5,Lost,30,0,21.21,Low Risk
20526,Low,Bangalore,68,33113.09,2069.568125,16,0.0,0.0,0.3125,0.4415,42.45,9,10,Loyal,20,0,17.95,Low Risk
20528,High,Pune,24,52448.99,2185.374583333333,24,0.04,0.0,0.2,0.19355,109.04,8,10,Loyal,10,0,7.51,Low Risk
20531,Medium,Bangalore,60,17640.989999999998,2520.141428571428,7,0.0,0.0,0.2857,0.1176,51.13,5,4,Lost,20,0,16.65,Low Risk
20532,High,Kolkata,28,40790.65,1406.5741379310346,29,0.0333,0.0,0.4333,0.0981,52.1,8,10,Loyal,20,0,16.4,Low Risk
20533,High,Delhi,25,29662.61,2696.6009090909088,11,0.0,0.0833,0.1667,0.2966,90.16,5,7,At Risk,27,0,31.64,Low Risk
20534,High,Chandigarh,38,14939.25,1493.925,10,0.0,0.0,0.4,0.0498,25.07,7,4,Lost,30,0,22.44,Low Risk
20535,Low,Bangalore,38,33576.73,1526.215,22,0.0435,0.0,0.3913,0.0937,59.43,7,12,Loyal,20,0,15.36,Low Risk
20536,Low,Bangalore,63,15918.38,1768.7088888888889,9,0.1,0.0,0.2,0.1592,67.17,7,4,Lost,20,0,14.78,Low Risk
20538,Medium,Bangalore,73,53170.2,2658.51,20,0.0476,0.0,0.0952,0.1772,130.32,10,13,Champions,0,0,7.8,Low Risk
20539,Medium,Bangalore,18,69971.3,2332.3766666666666,30,0.0312,0.0312,0.2812,0.47155,120.85,10,14,Champions,10,0,18.81,Low Risk
20540,Premium,Pune,51,7627.83,1525.566,5,0.0,0.0,0.6,0.0509,127.13,3,3,Lost,30,1,37.19,Low Risk
20542,Medium,Bangalore,38,5784.86,826.4085714285713,7,0.1667,0.25,0.25,0.0771,9.91,5,4,Lost,60,1,66.93,Medium Risk
